 time            time            v(net3)        
 1.14384000e-08  1.14384000e-08  2.14927953e-04 
 1.14784000e-08  1.14784000e-08  2.15239379e-04 
 1.15184000e-08  1.15184000e-08  2.15576074e-04 
 1.15584000e-08  1.15584000e-08  2.15937786e-04 
 1.15984000e-08  1.15984000e-08  2.16323064e-04 
 1.16384000e-08  1.16384000e-08  2.16728645e-04 
 1.16784000e-08  1.16784000e-08  2.16001580e-04 
 1.17184000e-08  1.17184000e-08  2.17153172e-04 
 1.17584000e-08  1.17584000e-08  2.17960045e-04 
 1.17984000e-08  1.17984000e-08  2.18503536e-04 
 1.18384000e-08  1.18384000e-08  2.18917687e-04 
 1.18784000e-08  1.18784000e-08  2.19279987e-04 
 1.19184000e-08  1.19184000e-08  2.19707110e-04 
 1.19584000e-08  1.19584000e-08  2.20530290e-04 
 1.19984000e-08  1.19984000e-08  2.22697594e-04 
 1.20384000e-08  1.20384000e-08  2.28800936e-04 
 1.20784000e-08  1.20784000e-08  2.45918573e-04 
 1.21184000e-08  1.21184000e-08  2.94535731e-04 
 1.21584000e-08  1.21584000e-08  4.42437618e-04 
 1.21984000e-08  1.21984000e-08  9.85475266e-04 
 1.22384000e-08  1.22384000e-08  4.80348921e-03 
 1.22784000e-08  1.22784000e-08  1.54316517e-01 
 1.23184000e-08  1.23184000e-08  1.91910181e-01 
 1.23584000e-08  1.23584000e-08  1.92195679e-01 
 1.23984000e-08  1.23984000e-08  1.73033739e-01 
 1.24384000e-08  1.24384000e-08  9.45672600e-03 
 1.24784000e-08  1.24784000e-08 -7.70930555e-04 
 1.25184000e-08  1.25184000e-08 -6.20402671e-05 
 1.25584000e-08  1.25584000e-08  2.76525872e-04 
 1.25984000e-08  1.25984000e-08  3.26117910e-04 
 1.26384000e-08  1.26384000e-08  3.12720845e-04 
 1.26784000e-08  1.26784000e-08  2.99823052e-04 
 1.27184000e-08  1.27184000e-08  2.91242999e-04 
 1.27584000e-08  1.27584000e-08  2.84324266e-04 
 1.27984000e-08  1.27984000e-08  2.78152034e-04 
 1.28384000e-08  1.28384000e-08  2.72580133e-04 
 1.28784000e-08  1.28784000e-08  2.67558317e-04 
 1.29184000e-08  1.29184000e-08  2.63026376e-04 
 1.29584000e-08  1.29584000e-08  2.58924888e-04 
 1.29984000e-08  1.29984000e-08  2.55202272e-04 
 1.30384000e-08  1.30384000e-08  2.51814668e-04 
 1.30784000e-08  1.30784000e-08  2.48724531e-04 
 1.31184000e-08  1.31184000e-08  2.45899517e-04 
 1.31584000e-08  1.31584000e-08  2.43311650e-04 
 1.31984000e-08  1.31984000e-08  2.40936652e-04 
 1.32384000e-08  1.32384000e-08  2.38753389e-04 
 1.32784000e-08  1.32784000e-08  2.36743395e-04 
 1.33184000e-08  1.33184000e-08  2.34890480e-04 
 1.33584000e-08  1.33584000e-08  2.33180384e-04 
 1.33984000e-08  1.33984000e-08  2.31600499e-04 
 1.34384000e-08  1.34384000e-08  2.30139623e-04 
 1.34784000e-08  1.34784000e-08  2.28787758e-04 
 1.35184000e-08  1.35184000e-08  2.27535940e-04 
 1.35584000e-08  1.35584000e-08  2.26376099e-04 
 1.35984000e-08  1.35984000e-08  2.25300936e-04 
 1.36384000e-08  1.36384000e-08  2.24303830e-04 
 1.36784000e-08  1.36784000e-08  2.23378750e-04 
 1.37184000e-08  1.37184000e-08  2.22520189e-04 
 1.37584000e-08  1.37584000e-08  2.21723107e-04 
 1.37984000e-08  1.37984000e-08  2.20982883e-04 
 1.38384000e-08  1.38384000e-08  2.20295274e-04 
 1.38784000e-08  1.38784000e-08  2.19656382e-04 
 1.39184000e-08  1.39184000e-08  2.19062628e-04 
 1.39584000e-08  1.39584000e-08  2.18510725e-04 
 1.39984000e-08  1.39984000e-08  2.17997663e-04 
 1.40384000e-08  1.40384000e-08  2.17520687e-04 
 1.40784000e-08  1.40784000e-08  2.17077277e-04 
 1.41184000e-08  1.41184000e-08  2.16665131e-04 
 1.41584000e-08  1.41584000e-08  2.16282145e-04 
 1.41984000e-08  1.41984000e-08  2.15926392e-04 
 1.42384000e-08  1.42384000e-08  2.15596105e-04 
 1.42784000e-08  1.42784000e-08  2.15289662e-04 
 1.43184000e-08  1.43184000e-08  2.15005570e-04 
 1.43584000e-08  1.43584000e-08  2.14742449e-04 
 1.43984000e-08  1.43984000e-08  2.14499019e-04 
 1.44384000e-08  1.44384000e-08  2.14274092e-04 
